 ID, Factory ID, Clothing Line ID, Invoice ID, Quantity, Defect Rate, Batch Date
1210980869,1037678530,1215597412,354178651,1014,2.003849320933312e-2,2024-01-01 00:00:00 UTC
679086065,1735089979,581862776,1839807783,1036,1.996667247001186e-2,2024-01-01 00:00:00 UTC
191124776,304530343,1710825820,1638030246,1089,1.9964964564194467e-2,2024-01-01 00:00:00 UTC
1286578955,1037678530,1215597412,,978,1.996007221923406e-2,2024-01-02 00:00:00 UTC
1161050012,1735089979,1215597412,,980,1.9935914220008105e-2,2024-01-02 00:00:00 UTC
1830973866,304530343,1710825820,,995,1.9931469171448384e-2,2024-01-02 00:00:00 UTC
448160162,1037678530,1710825820,,992,1.991121408350914e-2,2024-01-03 00:00:00 UTC
559623912,1735089979,1710825820,,902,1.9899169017647482e-2,2024-01-03 00:00:00 UTC
2137470834,304530343,581862776,,955,1.9941353913007408e-2,2024-01-03 00:00:00 UTC
662447733,1037678530,1710825820,1936179607,984,1.9842868264928135e-2,2024-01-04 00:00:00 UTC
1014495017,1735089979,1215597412,580735202,959,1.9841581275619073e-2,2024-01-04 00:00:00 UTC
1823873790,304530343,1710825820,751965903,1073,1.991880531078029e-2,2024-01-04 00:00:00 UTC
656274483,1037678530,1710825820,,915,1.9860954595769864e-2,2024-01-05 00:00:00 UTC
868163456,1735089979,1710825820,,933,1.980184272082298e-2,2024-01-05 00:00:00 UTC
1360333663,304530343,1710825820,,906,1.9804410208301187e-2,2024-01-05 00:00:00 UTC
27978155,1037678530,1710825820,,1057,1.9834438106667067e-2,2024-01-06 00:00:00 UTC
1515298701,1735089979,1215597412,,1064,1.9774134844255525e-2,2024-01-06 00:00:00 UTC
880627278,304530343,1710825820,,995,1.9803035729158012e-2,2024-01-06 00:00:00 UTC
2009234476,1037678530,581862776,410866571,1070,1.972657977676045e-2,2024-01-07 00:00:00 UTC
973569039,1735089979,581862776,1244343776,974,1.975104021675594e-2,2024-01-07 00:00:00 UTC
907973300,304530343,581862776,784274428,970,1.9777211434294555e-2,2024-01-07 00:00:00 UTC
1168131166,1037678530,1215597412,,1023,1.972167251812338e-2,2024-01-08 00:00:00 UTC
1984583789,1735089979,581862776,,975,1.9718014502699423e-2,2024-01-08 00:00:00 UTC
520715161,304530343,1215597412,,1067,1.9687100888661775e-2,2024-01-08 00:00:00 UTC
1082932612,1037678530,1215597412,,1093,1.966382207606563e-2,2024-01-09 00:00:00 UTC
306078894,1735089979,581862776,,946,1.9654550576961596e-2,2024-01-09 00:00:00 UTC
583311354,304530343,1215597412,,1035,1.9706406447541947e-2,2024-01-09 00:00:00 UTC
797004800,1037678530,1215597412,957085840,1009,1.9629734714547226e-2,2024-01-10 00:00:00 UTC
38446303,1735089979,1710825820,780633266,968,1.964516616189136e-2,2024-01-10 00:00:00 UTC
696406933,304530343,581862776,1779582190,968,1.9602932896931817e-2,2024-01-10 00:00:00 UTC
2040227771,1037678530,1710825820,,988,1.9629952835940045e-2,2024-01-11 00:00:00 UTC
850359264,1735089979,581862776,,1025,1.956792415252799e-2,2024-01-11 00:00:00 UTC
2092462596,304530343,1215597412,,932,1.9602413476815066e-2,2024-01-11 00:00:00 UTC
369843439,1037678530,581862776,,1016,1.954542515769185e-2,2024-01-12 00:00:00 UTC
1659445643,1735089979,581862776,,948,1.9579466724303288e-2,2024-01-12 00:00:00 UTC
410787867,304530343,1215597412,,1040,1.9540059310044114e-2,2024-01-12 00:00:00 UTC
385728915,1037678530,1710825820,301751349,944,1.952922383579634e-2,2024-01-13 00:00:00 UTC
2068943121,1735089979,581862776,910125117,944,1.952652266396944e-2,2024-01-13 00:00:00 UTC
1596755075,304530343,581862776,1588298130,919,1.953266155299347e-2,2024-01-13 00:00:00 UTC
2130450601,1037678530,581862776,,974,1.94629900798947e-2,2024-01-14 00:00:00 UTC
147300175,1735089979,1215597412,,1010,1.9443612179698623e-2,2024-01-14 00:00:00 UTC
1822315958,304530343,581862776,,968,1.9477259055451272e-2,2024-01-14 00:00:00 UTC
1062260525,1037678530,1215597412,,986,1.9459142428643987e-2,2024-01-15 00:00:00 UTC
515721008,1735089979,1215597412,,964,1.9429103804716623e-2,2024-01-15 00:00:00 UTC
1286550666,304530343,1215597412,,1027,1.94440106244889e-2,2024-01-15 00:00:00 UTC
914766410,1037678530,581862776,102326695,989,1.9369847665673297e-2,2024-01-16 00:00:00 UTC
521699464,1735089979,1710825820,1178873451,985,1.9431244487531335e-2,2024-01-16 00:00:00 UTC
1356699285,304530343,1710825820,759458128,1061,1.9399845088330578e-2,2024-01-16 00:00:00 UTC
896213757,1037678530,1710825820,,1091,1.9340527484660527e-2,2024-01-17 00:00:00 UTC
1441849904,1735089979,1215597412,,969,1.936719651847232e-2,2024-01-17 00:00:00 UTC
192859854,304530343,581862776,,977,1.9381263151199493e-2,2024-01-17 00:00:00 UTC
2127290942,1037678530,1215597412,,1060,1.92988192863279e-2,2024-01-18 00:00:00 UTC
798937713,1735089979,1710825820,,998,1.934478187530665e-2,2024-01-18 00:00:00 UTC
384441057,304530343,1710825820,,1040,1.9285275988016444e-2,2024-01-18 00:00:00 UTC
708431406,1037678530,1710825820,1370076982,972,1.927196001776691e-2,2024-01-19 00:00:00 UTC
579548997,1735089979,1710825820,1730044245,989,1.9272034655919246e-2,2024-01-19 00:00:00 UTC
1723249034,304530343,1710825820,1092396108,1115,1.9278206391605223e-2,2024-01-19 00:00:00 UTC
1463658543,1037678530,1215597412,,1077,1.9231552405479253e-2,2024-01-20 00:00:00 UTC
1172652887,1735089979,1710825820,,968,1.927684889479882e-2,2024-01-20 00:00:00 UTC
1000612816,304530343,581862776,,933,1.9272662605879277e-2,2024-01-20 00:00:00 UTC
1873227617,1037678530,1215597412,,909,1.9164331910913268e-2,2024-01-21 00:00:00 UTC
470577633,1735089979,1710825820,,1058,1.921361773461733e-2,2024-01-21 00:00:00 UTC
692190867,304530343,581862776,,1061,1.9163950123111773e-2,2024-01-21 00:00:00 UTC
525152532,1037678530,581862776,110655639,1050,1.9171810693128184e-2,2024-01-22 00:00:00 UTC
440366317,1735089979,581862776,1141056082,1003,1.9140591944992517e-2,2024-01-22 00:00:00 UTC
293156091,304530343,581862776,2079651597,1074,1.9190697685881157e-2,2024-01-22 00:00:00 UTC
500356839,1037678530,581862776,,1001,1.9140593514594063e-2,2024-01-23 00:00:00 UTC
1464552373,1735089979,1215597412,,961,1.9125895228390227e-2,2024-01-23 00:00:00 UTC
295150233,304530343,1215597412,,925,1.9131241565996437e-2,2024-01-23 00:00:00 UTC
1339919429,1037678530,1215597412,,1082,1.9044732517273993e-2,2024-01-24 00:00:00 UTC
1183931197,1735089979,581862776,,1061,1.9055235635115852e-2,2024-01-24 00:00:00 UTC
2114868100,304530343,1710825820,,1087,1.910339148953722e-2,2024-01-24 00:00:00 UTC
1951057356,1037678530,581862776,1798346800,1065,1.9071185377028836e-2,2024-01-25 00:00:00 UTC
1517549737,1735089979,1215597412,2095975865,1089,1.907509224882296e-2,2024-01-25 00:00:00 UTC
1813941783,304530343,1215597412,912385722,1073,1.90327095389774e-2,2024-01-25 00:00:00 UTC
145043081,1037678530,581862776,,972,1.8965818414373756e-2,2024-01-26 00:00:00 UTC
773452432,1735089979,581862776,,968,1.9028460643056144e-2,2024-01-26 00:00:00 UTC
1935811890,304530343,581862776,,1023,1.9032306609383026e-2,2024-01-26 00:00:00 UTC
1392817310,1037678530,1215597412,,1009,1.897743436565564e-2,2024-01-27 00:00:00 UTC
1078000853,1735089979,1710825820,,955,1.8969413571801232e-2,2024-01-27 00:00:00 UTC
190555503,304530343,1710825820,,981,1.8990385757692733e-2,2024-01-27 00:00:00 UTC
633796606,1037678530,1215597412,1324688341,951,1.894884325782447e-2,2024-01-28 00:00:00 UTC
553606743,1735089979,1710825820,1126786418,1050,1.8930350196262574e-2,2024-01-28 00:00:00 UTC
1878319685,304530343,1215597412,1053356385,1039,1.8915674235587925e-2,2024-01-28 00:00:00 UTC
313548183,1037678530,1710825820,,972,1.885420800289029e-2,2024-01-29 00:00:00 UTC
1983831874,1735089979,1215597412,,1021,1.8876754984330044e-2,2024-01-29 00:00:00 UTC
1103300755,304530343,1215597412,,1087,1.888236700883024e-2,2024-01-29 00:00:00 UTC
1287453788,1037678530,1215597412,,1061,1.8803345879786396e-2,2024-01-30 00:00:00 UTC
2065944525,1735089979,1215597412,,963,1.880860337507596e-2,2024-01-30 00:00:00 UTC
242905201,304530343,1215597412,,1085,1.8869961871337226e-2,2024-01-30 00:00:00 UTC
