 Grid Asset ID, Asset Type, Installation Date, Current Score, Location ID
11140521,Pole,2021-08-04 00:00:00 UTC,0.8549370883475772,2029903910
1818985280,Switch,2017-12-22 00:00:00 UTC,0.9887660420602112,1144840752
202551552,Transformer,2021-01-04 00:00:00 UTC,0.7662283484312843,1408913944
767166500,Transformer,2017-01-17 00:00:00 UTC,0.7872558300094523,1886397906
1064045302,Pole,2012-02-13 00:00:00 UTC,0.8473954919201141,1408913944
1815909320,Pole,2015-06-16 00:00:00 UTC,0.8748036115435881,2029903910
1342919392,Pole,2016-08-27 00:00:00 UTC,0.7862059721377203,2029903910
1603059731,Switch,2019-10-28 00:00:00 UTC,0.6726551859294125,1137426217
802734357,Transformer,2021-04-06 00:00:00 UTC,0.8057402688352819,1137426217
1892139911,Transformer,2012-08-12 00:00:00 UTC,0.6059726538936124,1408913944
1332280402,Transformer,2016-02-03 00:00:00 UTC,0.5037002790401625,1886397906
1795139416,Switch,2021-04-23 00:00:00 UTC,0.6188855972287711,1144840752
2088209476,Transformer,2014-01-09 00:00:00 UTC,0.5422588391504707,1137426217
1751770651,Switch,2011-02-13 00:00:00 UTC,0.8892017728753382,1408913944
1699981603,Transformer,2019-05-22 00:00:00 UTC,0.8584529211314931,1144840752
206918467,Pole,2019-10-19 00:00:00 UTC,0.7536540505803837,1886397906
1333459914,Switch,2019-07-03 00:00:00 UTC,0.5948710440320886,2029903910
1913604327,Pole,2014-06-13 00:00:00 UTC,0.646872765455309,2029903910
1759252508,Pole,2019-07-17 00:00:00 UTC,0.9272484264593732,2029903910
2073299451,Pole,2014-04-07 00:00:00 UTC,0.8667265521585531,1144840752
567487064,Switch,2010-10-16 00:00:00 UTC,0.5211496351045907,1137426217
630975091,Pole,2020-10-09 00:00:00 UTC,0.5932035945847927,1137426217
1794734375,Pole,2013-03-22 00:00:00 UTC,0.5588475620478828,1886397906
1014066054,Pole,2018-05-22 00:00:00 UTC,0.7499772891998984,1144840752
977914199,Switch,2015-01-08 00:00:00 UTC,0.7138101036933255,1408913944
1466319933,Transformer,2010-12-22 00:00:00 UTC,0.7090907500043804,1408913944
148806197,Transformer,2022-08-12 00:00:00 UTC,0.5385888605786094,2029903910
1520554880,Switch,2023-02-06 00:00:00 UTC,0.9453566796754405,1408913944
683533714,Pole,2012-10-14 00:00:00 UTC,0.6728167662044062,1137426217
1676787497,Switch,2016-05-26 00:00:00 UTC,0.5808873798402037,1886397906
1075951812,Pole,2014-01-27 00:00:00 UTC,0.7608117823468158,1144840752
1145180614,Transformer,2013-08-09 00:00:00 UTC,0.6664783060413264,1886397906
933350843,Transformer,2011-01-01 00:00:00 UTC,0.8497781769597696,1886397906
398995286,Transformer,2010-11-01 00:00:00 UTC,0.7214601768012905,2029903910
344283393,Pole,2012-02-21 00:00:00 UTC,0.5225679990637289,1137426217
670490159,Switch,2014-02-09 00:00:00 UTC,0.7203667352636922,1144840752
209557790,Pole,2020-04-23 00:00:00 UTC,0.8342938467230792,1886397906
388620614,Pole,2019-01-10 00:00:00 UTC,0.9305321322555569,1144840752
867997513,Transformer,2014-07-14 00:00:00 UTC,0.5911176075394404,1886397906
1053506344,Transformer,2023-10-08 00:00:00 UTC,0.8252269140081618,1137426217
1674818243,Transformer,2023-11-09 00:00:00 UTC,0.6989950268836458,1144840752
2016745029,Transformer,2018-11-20 00:00:00 UTC,0.7736091265219178,1408913944
1411532289,Pole,2017-02-27 00:00:00 UTC,0.6148457721261509,1408913944
242513414,Transformer,2019-06-25 00:00:00 UTC,0.8317239153345483,2029903910
350853513,Switch,2021-11-26 00:00:00 UTC,0.5114032149831161,1408913944
269540721,Transformer,2011-10-02 00:00:00 UTC,0.847369479543863,1408913944
92700164,Transformer,2022-09-19 00:00:00 UTC,0.9415052602410559,1137426217
754761050,Pole,2013-08-11 00:00:00 UTC,0.5288051736863056,1144840752
1722112912,Switch,2020-10-18 00:00:00 UTC,0.9742471097966687,1886397906
1371740491,Transformer,2018-12-20 00:00:00 UTC,0.9337930164701002,1408913944
1275391407,Switch,2020-03-11 00:00:00 UTC,0.7194279001875012,1137426217
255820212,Pole,2021-02-27 00:00:00 UTC,0.9562800620274958,1408913944
1273536710,Switch,2021-03-07 00:00:00 UTC,0.6423907255869101,1408913944
1293993753,Switch,2012-02-22 00:00:00 UTC,0.7401398942853089,1408913944
906711411,Pole,2022-04-08 00:00:00 UTC,0.6103685299946696,1137426217
194924676,Transformer,2017-05-20 00:00:00 UTC,0.5839019742672462,1137426217
337118512,Transformer,2020-03-25 00:00:00 UTC,0.6601550880705725,2029903910
992928138,Switch,2015-02-07 00:00:00 UTC,0.7635770908006483,1886397906
1811316284,Pole,2020-04-24 00:00:00 UTC,0.9353167224674435,1144840752
776425182,Transformer,2014-04-13 00:00:00 UTC,0.525859048117507,2029903910
2102837460,Switch,2020-10-21 00:00:00 UTC,0.580158939030097,2029903910
1581385059,Transformer,2015-08-16 00:00:00 UTC,0.7421884204496234,1408913944
2133798882,Transformer,2021-02-26 00:00:00 UTC,0.6277707344623907,1886397906
2001067414,Transformer,2013-05-19 00:00:00 UTC,0.739224253020984,1144840752
712164890,Transformer,2012-06-10 00:00:00 UTC,0.7222916412226286,1408913944
262758532,Transformer,2019-06-04 00:00:00 UTC,0.6207485679327316,2029903910
1918879420,Switch,2011-12-20 00:00:00 UTC,0.6761166826816292,1137426217
1725191442,Transformer,2010-05-08 00:00:00 UTC,0.9695953710483943,1144840752
316553031,Transformer,2014-12-09 00:00:00 UTC,0.8791702390407277,1408913944
1299050637,Switch,2014-03-23 00:00:00 UTC,0.9771186819190157,2029903910
1198116015,Transformer,2010-12-07 00:00:00 UTC,0.8297722152686656,1408913944
1307674019,Switch,2013-03-05 00:00:00 UTC,0.7929310394933586,1137426217
1140260040,Switch,2013-08-25 00:00:00 UTC,0.5832836203850722,1137426217
1233015138,Pole,2022-11-25 00:00:00 UTC,0.7051223493018783,1137426217
2045018634,Switch,2018-01-02 00:00:00 UTC,0.9056459958470986,1137426217
442846287,Pole,2015-09-16 00:00:00 UTC,0.7054759998126884,1144840752
1388719095,Switch,2023-06-23 00:00:00 UTC,0.5545892797150527,1886397906
2087510325,Switch,2017-09-02 00:00:00 UTC,0.518980092246156,2029903910
1560382652,Transformer,2020-05-27 00:00:00 UTC,0.5798173262036438,1144840752
156665442,Pole,2013-04-13 00:00:00 UTC,0.683828662637145,1144840752
708673906,Transformer,2013-08-23 00:00:00 UTC,0.7975961058202325,1144840752
1051863771,Switch,2010-09-06 00:00:00 UTC,0.9541410062784512,1408913944
1662867882,Transformer,2018-03-03 00:00:00 UTC,0.6647633774218464,2029903910
1446599421,Pole,2021-10-12 00:00:00 UTC,0.7067050409723037,1144840752
1651903039,Pole,2017-02-03 00:00:00 UTC,0.6176827583427149,1408913944
834553602,Pole,2015-01-23 00:00:00 UTC,0.7548114842172365,1408913944
1634301659,Pole,2019-03-26 00:00:00 UTC,0.7063124582111628,1408913944
42805701,Transformer,2016-12-14 00:00:00 UTC,0.864948071998511,1408913944
969557680,Transformer,2021-06-26 00:00:00 UTC,0.606608198289812,1408913944
277626940,Pole,2017-07-22 00:00:00 UTC,0.5875368299151267,1886397906
1136184396,Switch,2020-05-12 00:00:00 UTC,0.884520152506751,2029903910
774803964,Pole,2017-09-20 00:00:00 UTC,0.8231545249274056,2029903910
1381228066,Transformer,2017-03-11 00:00:00 UTC,0.828414900568583,1408913944
1084648957,Pole,2011-02-03 00:00:00 UTC,0.8675255357403169,1137426217
2077447140,Transformer,2018-11-02 00:00:00 UTC,0.8389471618546347,1886397906
615268147,Switch,2010-04-08 00:00:00 UTC,0.6542643201866727,2029903910
762267843,Transformer,2014-09-16 00:00:00 UTC,0.8854947986510292,1144840752
648611134,Transformer,2018-04-16 00:00:00 UTC,0.7770491147403928,1144840752
1922327904,Pole,2023-10-11 00:00:00 UTC,0.8164185991997839,2029903910
357762665,Pole,2013-12-03 00:00:00 UTC,0.6426471937658402,2029903910
191085798,Transformer,2014-10-19 00:00:00 UTC,0.7182702686243698,1137426217
928338807,Switch,2019-12-12 00:00:00 UTC,0.5435620543070053,1408913944
1734771260,Transformer,2018-10-15 00:00:00 UTC,0.6225334255162909,1144840752
