 ID, Campaign ID, Platform ID, Invoice ID, Amount, Spend Date
666618131,1017841391,140286895,1979362307,1966.5288269747289,2024-01-01 00:00:00 UTC
1944967047,1017841391,1194265136,1369658856,2049.559166528757,2024-01-01 00:00:00 UTC
1853357716,1017841391,1141644582,1375417144,2074.064998181877,2024-01-01 00:00:00 UTC
173798968,1017841391,1845341184,1919108405,2038.4131070715173,2024-01-01 00:00:00 UTC
1423663986,1430930351,140286895,1602672640,1816.5734905230825,2024-01-01 00:00:00 UTC
69159737,1430930351,1194265136,975729693,1921.910440634697,2024-01-01 00:00:00 UTC
1236948449,1430930351,1141644582,1882148848,1812.89365899639,2024-01-01 00:00:00 UTC
240775357,1430930351,1845341184,358956719,1904.714282644279,2024-01-01 00:00:00 UTC
970802710,104647731,140286895,1842743782,1396.9313799950735,2024-01-01 00:00:00 UTC
1358957368,104647731,1194265136,1462571871,1496.770614895472,2024-01-01 00:00:00 UTC
1084123695,104647731,1141644582,313951142,1374.9573667353852,2024-01-01 00:00:00 UTC
1806106677,104647731,1845341184,380672669,1628.369663806754,2024-01-01 00:00:00 UTC
30392588,249371086,140286895,150137591,755.1350753445587,2024-01-01 00:00:00 UTC
1665816084,249371086,1194265136,2141870151,654.8297012154158,2024-01-01 00:00:00 UTC
280189927,249371086,1141644582,2079833378,741.9810347360492,2024-01-01 00:00:00 UTC
505650422,249371086,1845341184,1312980512,726.2872891189817,2024-01-01 00:00:00 UTC
1290791927,391290753,140286895,257221075,536.1149992917315,2024-01-01 00:00:00 UTC
1478867795,391290753,1194265136,1293143600,548.2866798830294,2024-01-01 00:00:00 UTC
1197289815,391290753,1141644582,1886341657,490.178046284668,2024-01-01 00:00:00 UTC
768843153,391290753,1845341184,1733152932,456.4765098974832,2024-01-01 00:00:00 UTC
1723165185,1017841391,140286895,1602751251,2493.662942866348,2024-01-02 00:00:00 UTC
1041489640,1017841391,1194265136,619354887,2317.310895374929,2024-01-02 00:00:00 UTC
2102579094,1017841391,1141644582,1460219518,2416.653165947297,2024-01-02 00:00:00 UTC
584320907,1017841391,1845341184,1735276619,2709.6782064632107,2024-01-02 00:00:00 UTC
1841730481,1430930351,140286895,675049568,2330.546720927017,2024-01-02 00:00:00 UTC
875990563,1430930351,1194265136,1642064467,2158.2340349995993,2024-01-02 00:00:00 UTC
927431279,1430930351,1141644582,98631526,2429.851443749185,2024-01-02 00:00:00 UTC
621698711,1430930351,1845341184,671442412,2368.1949191829535,2024-01-02 00:00:00 UTC
493248921,104647731,140286895,56939447,1887.308005157898,2024-01-02 00:00:00 UTC
1694329796,104647731,1194265136,339184589,1889.0188629036193,2024-01-02 00:00:00 UTC
71128605,104647731,1141644582,190893202,1792.441218994761,2024-01-02 00:00:00 UTC
1814319632,104647731,1845341184,2026324774,1979.2959558843302,2024-01-02 00:00:00 UTC
1246915600,249371086,140286895,1264961718,846.0795148888815,2024-01-02 00:00:00 UTC
1270078949,249371086,1194265136,512761661,951.0734747794143,2024-01-02 00:00:00 UTC
364086113,249371086,1141644582,156558494,834.3047067033228,2024-01-02 00:00:00 UTC
445637844,249371086,1845341184,1552371713,820.1130848513548,2024-01-02 00:00:00 UTC
1088054350,391290753,140286895,1074637740,642.8586824152345,2024-01-02 00:00:00 UTC
598593380,391290753,1194265136,892713641,613.8940904900796,2024-01-02 00:00:00 UTC
1690253107,391290753,1141644582,1135710886,614.0362418465434,2024-01-02 00:00:00 UTC
1188298460,391290753,1845341184,987295036,682.7780098788917,2024-01-02 00:00:00 UTC
979762413,1017841391,140286895,2142485706,2873.514132627729,2024-01-03 00:00:00 UTC
668605890,1017841391,1194265136,1846240710,2494.705582902752,2024-01-03 00:00:00 UTC
238733299,1017841391,1141644582,2081120142,2733.94376940934,2024-01-03 00:00:00 UTC
1831042083,1017841391,1845341184,1048811831,2483.264919779802,2024-01-03 00:00:00 UTC
1138987550,1430930351,140286895,1429962231,2574.048411012768,2024-01-03 00:00:00 UTC
1250406540,1430930351,1194265136,455222288,2498.3855032406987,2024-01-03 00:00:00 UTC
1214875799,1430930351,1141644582,1809363356,2581.314766983053,2024-01-03 00:00:00 UTC
2041202401,1430930351,1845341184,540244379,2510.720880162558,2024-01-03 00:00:00 UTC
1789804083,104647731,140286895,788496279,2121.180878265671,2024-01-03 00:00:00 UTC
848215553,104647731,1194265136,802213400,1871.1301584781788,2024-01-03 00:00:00 UTC
1469506364,104647731,1141644582,1133268784,1879.3930938242243,2024-01-03 00:00:00 UTC
1984272674,104647731,1845341184,1942960022,2006.233737819576,2024-01-03 00:00:00 UTC
