 ID, Site ID, Operator ID, Extraction Date, Quantity, Grade, Cost, Equipment ID, Shift
69340389,1644251848,108849955,2024-01-01 00:00:00 UTC,102.6056605305739,0.8044712607495247,104.77004820603217,1107867829,MORNING
1928586318,1644251848,70221152,2024-01-01 00:00:00 UTC,98.95867453053626,0.770545809586384,108.63120439919402,1107867829,AFTERNOON
149977791,1644251848,370744391,2024-01-01 00:00:00 UTC,100.50323252038974,0.7849137908873466,106.96173377129017,2034296435,NIGHT
1767027219,1754263891,70221152,2024-01-01 00:00:00 UTC,107.15708779678654,0.8468101190398749,100.32000888626588,2034296435,MORNING
917711925,1754263891,370744391,2024-01-01 00:00:00 UTC,105.2851230635834,0.8293964936147293,102.1036941136299,2034296435,AFTERNOON
1600873149,1754263891,370744391,2024-01-01 00:00:00 UTC,98.82765947167616,0.7693270648528016,108.77521594125106,2034296435,NIGHT
192972624,1812095868,370744391,2024-01-01 00:00:00 UTC,105.01097688665637,0.8268462966200594,102.37025041299269,2034296435,MORNING
613427461,1812095868,370744391,2024-01-01 00:00:00 UTC,98.47595264212111,0.7660553734150802,109.16370658598639,1107867829,AFTERNOON
809658400,1812095868,108849955,2024-01-01 00:00:00 UTC,101.48791330010907,0.794073612094038,105.92394355583274,330190617,NIGHT
712189163,423479932,1688099098,2024-01-01 00:00:00 UTC,21.275951884202943,0.8395791574047882,101.05305801130058,1150146438,MORNING
1305685840,423479932,1766649174,2024-01-01 00:00:00 UTC,20.175742874360992,0.7884066453191161,106.56361024169202,721757717,AFTERNOON
114689899,423479932,1766649174,2024-01-01 00:00:00 UTC,19.651434444018584,0.764020206698539,109.40677160869583,721757717,NIGHT
1390378004,1523752588,1688099098,2024-01-01 00:00:00 UTC,20.350445136428206,0.7965323319268933,105.64879468662846,721757717,MORNING
1304961126,1523752588,1688099098,2024-01-01 00:00:00 UTC,19.88269961321424,0.7747767261960113,108.13420922836295,453533819,AFTERNOON
1593564579,1523752588,516474648,2024-01-01 00:00:00 UTC,20.589386603254557,0.8076458885234679,104.422732033219,1150146438,NIGHT
2097265944,834295808,756865909,2024-01-01 00:00:00 UTC,21.3029158621292,0.8408332959129863,100.92515099410011,453533819,MORNING
572848508,834295808,516474648,2024-01-01 00:00:00 UTC,20.00822308402719,0.7806150271640555,107.45581908852122,453533819,AFTERNOON
1647082673,834295808,1688099098,2024-01-01 00:00:00 UTC,19.586635956800723,0.7610063235721268,109.76872214003104,453533819,NIGHT
1917208623,668169021,108301851,2024-01-01 00:00:00 UTC,211.59347466958005,0.8341556961375818,101.60993874491616,1817827153,MORNING
175055438,668169021,108301851,2024-01-01 00:00:00 UTC,194.51579947926004,0.7547246487407445,110.53086719720372,1817827153,AFTERNOON
318163389,668169021,1231120832,2024-01-01 00:00:00 UTC,205.4978803872567,0.80580409482445,104.62395018130441,1817827153,NIGHT
312046486,2120042871,1231120832,2024-01-01 00:00:00 UTC,195.48459316049744,0.759230665862779,109.98309202990741,2028949023,MORNING
597652690,2120042871,435963954,2024-01-01 00:00:00 UTC,197.2472121950829,0.7674288939306182,109.00027311278758,1817827153,AFTERNOON
1341633736,2120042871,108301851,2024-01-01 00:00:00 UTC,199.57468721942425,0.778254359160113,107.72909280003843,2028949023,NIGHT
1536419191,146557303,435963954,2024-01-01 00:00:00 UTC,204.38190672291512,0.8006135196414658,105.19522175291185,1817827153,MORNING
890597810,146557303,1231120832,2024-01-01 00:00:00 UTC,210.9392828621724,0.8311129435449881,101.92506444637951,444303054,AFTERNOON
1027796282,146557303,108301851,2024-01-01 00:00:00 UTC,210.9828129614588,0.8313154091230643,101.90403520654311,1817827153,NIGHT
166838475,1644251848,370744391,2024-01-02 00:00:00 UTC,74.08843950931114,0.7867224615099755,106.75520670103529,330190617,MORNING
1122502615,1644251848,1486133435,2024-01-02 00:00:00 UTC,71.492764455179,0.753904559795618,110.6311489595882,330190617,AFTERNOON
1492839860,1644251848,1486133435,2024-01-02 00:00:00 UTC,72.02862353911449,0.7606795876333072,109.80810524136382,330190617,NIGHT
358157899,1754263891,1486133435,2024-01-02 00:00:00 UTC,77.71934057128594,0.8326290375263968,101.76780471675575,1107867829,MORNING
90971424,1754263891,70221152,2024-01-02 00:00:00 UTC,73.87337848596945,0.7840033801999398,107.0659936783026,330190617,AFTERNOON
352593939,1754263891,108849955,2024-01-02 00:00:00 UTC,72.31066767046558,0.76424555655806,109.3798042360509,1107867829,NIGHT
270323328,1812095868,70221152,2024-01-02 00:00:00 UTC,75.71831437611088,0.8073294604870564,104.45724708933895,2034296435,MORNING
1505782110,1812095868,370744391,2024-01-02 00:00:00 UTC,71.87760114992774,0.7587701660679583,110.03882360341697,2034296435,AFTERNOON
1925478755,1812095868,70221152,2024-01-02 00:00:00 UTC,77.91648078982563,0.8351215407022788,101.5103171215924,330190617,NIGHT
428791301,423479932,1766649174,2024-01-02 00:00:00 UTC,15.566984358025916,0.8340903656976553,101.6166842860072,721757717,MORNING
