 ID, Manifest ID, Location ID, Employee ID, Date, Duration, Fees, Status, Notes
1735439166,459773754,1148881892,805589879,2024-01-02 00:00:00 UTC,4.0,1000.0,Cleared,
1086919529,1471676093,1148881892,805589879,2024-01-02 00:00:00 UTC,4.0,1000.0,Cleared,
1641442845,290879693,1148881892,805589879,2024-01-02 00:00:00 UTC,4.0,1000.0,Cleared,
1035767228,685250289,1148881892,805589879,2024-01-04 00:00:00 UTC,4.0,1000.0,Cleared,
1873338900,258749532,1069451396,1189991438,2024-01-06 00:00:00 UTC,4.0,1000.0,Cleared,
870991321,790917374,1148881892,805589879,2024-01-07 00:00:00 UTC,4.0,1000.0,Cleared,
474801172,556251011,1148881892,805589879,2024-01-07 00:00:00 UTC,4.0,1000.0,Cleared,
1268621323,1079439046,1069451396,1189991438,2024-01-08 00:00:00 UTC,4.0,1000.0,Cleared,
1151892503,2044027139,1509019523,930819360,2024-01-08 00:00:00 UTC,4.0,1000.0,Cleared,
1939044735,753344091,1069451396,1189991438,2024-01-08 00:00:00 UTC,4.0,1000.0,Cleared,
1086328920,2072103814,1509019523,930819360,2024-01-09 00:00:00 UTC,4.0,1000.0,Cleared,
1177044958,1335792472,1148881892,805589879,2024-01-10 00:00:00 UTC,4.0,1000.0,Cleared,
416411921,858803786,1509019523,930819360,2024-01-10 00:00:00 UTC,4.0,1000.0,Cleared,
459634520,1038302097,1148881892,805589879,2024-01-10 00:00:00 UTC,4.0,1000.0,Cleared,
1222003180,1846842556,1509019523,930819360,2024-01-11 00:00:00 UTC,4.0,1000.0,Cleared,
1317959045,1065397830,1148881892,805589879,2024-01-11 00:00:00 UTC,4.0,1000.0,Cleared,
795377144,795030578,1069451396,1189991438,2024-01-12 00:00:00 UTC,4.0,1000.0,Cleared,
690660618,671524064,1069451396,1189991438,2024-01-13 00:00:00 UTC,4.0,1000.0,Cleared,
2002439223,1684199594,1148881892,805589879,2024-01-13 00:00:00 UTC,4.0,1000.0,Cleared,
124507039,233558368,1148881892,805589879,2024-01-14 00:00:00 UTC,4.0,1000.0,Cleared,
1167484952,2068594296,1509019523,930819360,2024-01-15 00:00:00 UTC,4.0,1000.0,Cleared,
1315853347,1511213909,1148881892,805589879,2024-01-15 00:00:00 UTC,4.0,1000.0,Cleared,
2044297394,703989365,1069451396,1189991438,2024-01-17 00:00:00 UTC,4.0,1000.0,Cleared,
1652733876,436769876,1069451396,1189991438,2024-01-17 00:00:00 UTC,4.0,1000.0,Cleared,
945562169,1522200779,1069451396,1189991438,2024-01-17 00:00:00 UTC,4.0,1000.0,Cleared,
587892123,1503938087,1509019523,930819360,2024-01-19 00:00:00 UTC,4.0,1000.0,Cleared,
1446590061,473140321,1148881892,805589879,2024-01-19 00:00:00 UTC,4.0,1000.0,Cleared,
537554040,1890935509,1148881892,805589879,2024-01-20 00:00:00 UTC,4.0,1000.0,Cleared,
983044658,848645707,1509019523,930819360,2024-01-21 00:00:00 UTC,4.0,1000.0,Cleared,
1398725656,1578987269,1148881892,805589879,2024-01-21 00:00:00 UTC,4.0,1000.0,Cleared,
248793158,1981812966,1509019523,930819360,2024-01-21 00:00:00 UTC,4.0,1000.0,Cleared,
1795891528,1586142924,1148881892,805589879,2024-01-22 00:00:00 UTC,4.0,1000.0,Cleared,
171233982,1453732681,1069451396,1189991438,2024-01-22 00:00:00 UTC,4.0,1000.0,Cleared,
1746218235,941451909,1069451396,1189991438,2024-01-22 00:00:00 UTC,4.0,1000.0,Cleared,
250142264,949607411,1069451396,1189991438,2024-01-23 00:00:00 UTC,4.0,1000.0,Cleared,
1044948408,942457879,1069451396,1189991438,2024-01-24 00:00:00 UTC,4.0,1000.0,Cleared,
595843764,234262711,1069451396,1189991438,2024-01-24 00:00:00 UTC,4.0,1000.0,Cleared,
703407712,1609105636,1148881892,805589879,2024-01-24 00:00:00 UTC,4.0,1000.0,Cleared,
837934738,1897197196,1148881892,805589879,2024-01-25 00:00:00 UTC,4.0,1000.0,Cleared,
1569286204,1549724015,1148881892,805589879,2024-01-25 00:00:00 UTC,4.0,1000.0,Cleared,
701294186,146466084,1069451396,1189991438,2024-01-26 00:00:00 UTC,4.0,1000.0,Cleared,
380774371,1955716062,1509019523,930819360,2024-01-27 00:00:00 UTC,4.0,1000.0,Cleared,
17180175,828177301,1148881892,805589879,2024-01-27 00:00:00 UTC,4.0,1000.0,Cleared,
1923471822,1573210672,1069451396,1189991438,2024-01-27 00:00:00 UTC,4.0,1000.0,Cleared,
182181932,1712378211,1509019523,930819360,2024-01-27 00:00:00 UTC,4.0,1000.0,Cleared,
1460648800,1947368778,1069451396,1189991438,2024-01-28 00:00:00 UTC,4.0,1000.0,Cleared,
1492069741,1117017769,1069451396,1189991438,2024-01-29 00:00:00 UTC,4.0,1000.0,Cleared,
1654541977,1069231214,1509019523,930819360,2024-01-30 00:00:00 UTC,4.0,1000.0,Cleared,
1625442576,152770473,1069451396,1189991438,2024-01-31 00:00:00 UTC,4.0,1000.0,Cleared,
1516243782,1625347116,1069451396,1189991438,2024-02-02 00:00:00 UTC,4.0,1000.0,Cleared,
9542634,1427308554,1148881892,805589879,2024-02-03 00:00:00 UTC,4.0,1000.0,Cleared,
287453897,1586814023,1069451396,1189991438,2024-02-03 00:00:00 UTC,4.0,1000.0,Cleared,
252553516,1200371880,1069451396,1189991438,2024-02-04 00:00:00 UTC,4.0,1000.0,Cleared,
1589494875,1971251057,1069451396,1189991438,2024-02-05 00:00:00 UTC,4.0,1000.0,Cleared,
470690185,2130578881,1069451396,1189991438,2024-02-07 00:00:00 UTC,4.0,1000.0,Cleared,
208585575,1240465599,1509019523,930819360,2024-02-08 00:00:00 UTC,4.0,1000.0,Cleared,
1065068695,2076069636,1148881892,805589879,2024-02-09 00:00:00 UTC,4.0,1000.0,Cleared,
2141005521,2072797189,1069451396,1189991438,2024-02-09 00:00:00 UTC,4.0,1000.0,Cleared,
1802081325,1405180062,1069451396,1189991438,2024-02-11 00:00:00 UTC,4.0,1000.0,Cleared,
1902013791,68606909,1069451396,1189991438,2024-02-11 00:00:00 UTC,4.0,1000.0,Cleared,
64378754,280711864,1148881892,805589879,2024-02-11 00:00:00 UTC,4.0,1000.0,Cleared,
183499052,574703771,1509019523,930819360,2024-02-12 00:00:00 UTC,4.0,1000.0,Cleared,
501532187,1398000988,1069451396,1189991438,2024-02-13 00:00:00 UTC,4.0,1000.0,Cleared,
875716842,1173130917,1509019523,930819360,2024-02-13 00:00:00 UTC,4.0,1000.0,Cleared,
758681312,697268100,1148881892,805589879,2024-02-14 00:00:00 UTC,4.0,1000.0,Cleared,
482888075,732224372,1148881892,805589879,2024-02-14 00:00:00 UTC,4.0,1000.0,Cleared,
1444659074,1179631497,1509019523,930819360,2024-02-15 00:00:00 UTC,4.0,1000.0,Cleared,
1403583352,945476177,1069451396,1189991438,2024-02-15 00:00:00 UTC,4.0,1000.0,Cleared,
1966522555,1910752228,1069451396,1189991438,2024-02-16 00:00:00 UTC,4.0,1000.0,Cleared,
1927861385,1259504008,1509019523,930819360,2024-02-17 00:00:00 UTC,4.0,1000.0,Cleared,
1184030806,1959054600,1509019523,930819360,2024-02-17 00:00:00 UTC,4.0,1000.0,Cleared,
1968352820,31599118,1148881892,805589879,2024-02-18 00:00:00 UTC,4.0,1000.0,Cleared,
196373593,996643363,1148881892,805589879,2024-02-19 00:00:00 UTC,4.0,1000.0,Cleared,
127032027,2061006221,1509019523,930819360,2024-02-19 00:00:00 UTC,4.0,1000.0,Cleared,
873868553,2095754567,1069451396,1189991438,2024-02-20 00:00:00 UTC,4.0,1000.0,Cleared,
379809277,1559059543,1069451396,1189991438,2024-02-20 00:00:00 UTC,4.0,1000.0,Cleared,
690758030,1930342627,1509019523,930819360,2024-02-20 00:00:00 UTC,4.0,1000.0,Cleared,
11693377,447602220,1148881892,805589879,2024-02-20 00:00:00 UTC,4.0,1000.0,Cleared,
