 ID, Commodity ID, Seller Desk ID, Buyer Desk ID, Invoice ID, Quantity, Price Per Unit, Trade Date, Status
1394660642,996485747,1389200370,1553173533,377339525,11776.778063928095,76.84730662945081,2024-01-01 00:00:00 UTC,COMPLETED
1799980023,996485747,1553173533,121978569,1743868292,8502.098288285837,77.36315829439924,2024-01-01 00:00:00 UTC,COMPLETED
66628974,996485747,121978569,1553173533,1556249637,9862.531960185235,71.36976704687781,2024-01-01 00:00:00 UTC,COMPLETED
1158922421,395446840,672829719,1389200370,1692948514,54144.27384251774,3.5570906688749857,2024-01-01 00:00:00 UTC,COMPLETED
2014365191,395446840,672829719,121978569,573767852,54760.98960830345,3.362749392281911,2024-01-01 00:00:00 UTC,COMPLETED
872853304,395446840,1553173533,672829719,1624943286,46396.92103393147,3.602597097613323,2024-01-01 00:00:00 UTC,COMPLETED
1981985379,395446840,121978569,1389200370,2008204465,58754.615459860564,3.597400917802405,2024-01-01 00:00:00 UTC,COMPLETED
2066218543,395446840,672829719,121978569,1863214148,44384.22067040359,3.5642033633344887,2024-01-01 00:00:00 UTC,COMPLETED
8240339,236986797,1553173533,121978569,744046880,838.5518953366482,1939.6536324444808,2024-01-01 00:00:00 UTC,COMPLETED
119707953,236986797,672829719,1553173533,106562631,920.0572196413483,1961.9931565472295,2024-01-01 00:00:00 UTC,COMPLETED
1217638828,236986797,672829719,121978569,1663909403,859.3828092636156,1916.386926237081,2024-01-01 00:00:00 UTC,COMPLETED
233453680,850962738,121978569,1389200370,710928992,5384.598527127727,8482.444546658922,2024-01-01 00:00:00 UTC,COMPLETED
123253016,850962738,1389200370,1553173533,1998474368,4040.1450245073283,8208.238711090782,2024-01-01 00:00:00 UTC,COMPLETED
1749902816,850962738,1553173533,121978569,975641910,4518.093310621035,8112.861827027552,2024-01-01 00:00:00 UTC,COMPLETED
652079594,850962738,121978569,1553173533,2143858460,4855.2687027544325,8804.412674714093,2024-01-01 00:00:00 UTC,COMPLETED
129322092,850962738,121978569,672829719,829509410,5810.3760680684545,8916.080921971394,2024-01-01 00:00:00 UTC,COMPLETED
1492355698,996485747,1389200370,1553173533,,11773.833891693177,73.60650548314347,2024-01-02 00:00:00 UTC,PENDING
1492930768,996485747,1553173533,672829719,,11706.83440029111,74.40614112966793,2024-01-02 00:00:00 UTC,PENDING
1756477287,996485747,1553173533,1389200370,,9190.365791945113,78.1457587356237,2024-01-02 00:00:00 UTC,PENDING
2025967351,395446840,672829719,1389200370,,59707.83963424444,3.6638915147031437,2024-01-02 00:00:00 UTC,PENDING
1308707347,395446840,672829719,1389200370,,46550.985747506755,3.436562738668525,2024-01-02 00:00:00 UTC,PENDING
1897807974,395446840,1389200370,1553173533,,46619.010866559605,3.590169571117495,2024-01-02 00:00:00 UTC,PENDING
653627582,395446840,672829719,121978569,,53493.795324399136,3.403393687278977,2024-01-02 00:00:00 UTC,PENDING
2015931249,236986797,1389200370,121978569,,800.9326040663492,1922.628726612039,2024-01-02 00:00:00 UTC,PENDING
76137154,236986797,1553173533,672829719,,958.0559765865464,1882.9186673901452,2024-01-02 00:00:00 UTC,PENDING
211068934,236986797,121978569,1389200370,,887.9728765116271,1874.9106855547857,2024-01-02 00:00:00 UTC,PENDING
873010454,236986797,672829719,1553173533,,900.3597450659584,1830.1117912882755,2024-01-02 00:00:00 UTC,PENDING
955897652,236986797,1389200370,121978569,,1122.2893117354226,1864.300326725843,2024-01-02 00:00:00 UTC,PENDING
1523465145,850962738,121978569,672829719,,4740.101080386047,8613.85486674454,2024-01-02 00:00:00 UTC,PENDING
514696209,850962738,672829719,121978569,,5368.667590945766,8443.476235404767,2024-01-02 00:00:00 UTC,PENDING
1516334682,850962738,121978569,1553173533,,5219.509835522694,8935.320427596038,2024-01-02 00:00:00 UTC,PENDING
1090014287,850962738,1389200370,121978569,,4686.217487681604,8829.774726238917,2024-01-02 00:00:00 UTC,PENDING
1731877166,850962738,1389200370,1553173533,,5296.477895936896,8638.62185376404,2024-01-02 00:00:00 UTC,PENDING
205025727,996485747,121978569,672829719,596910665,9475.487051347125,71.85965980466986,2024-01-03 00:00:00 UTC,COMPLETED
1295772114,996485747,1389200370,672829719,1779723051,11613.395617340497,76.50108912951494,2024-01-03 00:00:00 UTC,COMPLETED
814834199,996485747,1553173533,672829719,500161135,9446.811984310283,79.17836826159956,2024-01-03 00:00:00 UTC,COMPLETED
788492832,996485747,1389200370,121978569,1706397698,8974.693338652678,77.9536153768088,2024-01-03 00:00:00 UTC,COMPLETED
1289034314,395446840,672829719,1389200370,281769212,59577.754844140734,3.531041907903063,2024-01-03 00:00:00 UTC,COMPLETED
834631114,395446840,672829719,1389200370,1586758336,56596.94178545901,3.4087372104857954,2024-01-03 00:00:00 UTC,COMPLETED
509611826,395446840,1389200370,672829719,359364865,50904.28438562712,3.355827652054627,2024-01-03 00:00:00 UTC,COMPLETED
2031415919,395446840,121978569,1553173533,1295432625,41264.09487518409,3.4323686190992735,2024-01-03 00:00:00 UTC,COMPLETED
1372559624,395446840,121978569,672829719,1716963984,47721.41584627574,3.5722312013515873,2024-01-03 00:00:00 UTC,COMPLETED
1347659786,236986797,1389200370,672829719,1398290480,1031.952167922906,1995.9731776876763,2024-01-03 00:00:00 UTC,COMPLETED
1541496014,236986797,672829719,121978569,1890495992,877.3500179405895,1978.901992225084,2024-01-03 00:00:00 UTC,COMPLETED
651294393,236986797,672829719,1553173533,1789880201,876.3061018315026,1953.3140381213545,2024-01-03 00:00:00 UTC,COMPLETED
813968456,236986797,1553173533,121978569,1205096599,933.9230163795252,1921.0662106540483,2024-01-03 00:00:00 UTC,COMPLETED
476328832,850962738,1389200370,672829719,1873250813,5059.906678401974,8410.24661201792,2024-01-03 00:00:00 UTC,COMPLETED
1979296974,850962738,672829719,1389200370,851499997,5743.697451904363,8570.430413375509,2024-01-03 00:00:00 UTC,COMPLETED
859877612,850962738,672829719,1553173533,1346825460,4501.042645521677,8577.947258837808,2024-01-03 00:00:00 UTC,COMPLETED
1296290445,850962738,121978569,1553173533,921617364,4606.283735647131,8683.824853085946,2024-01-03 00:00:00 UTC,COMPLETED
520548448,996485747,121978569,1553173533,,9254.088942739094,73.13554559160787,2024-01-04 00:00:00 UTC,PENDING
693028036,996485747,1389200370,1553173533,,9472.160406568702,73.24721555664874,2024-01-04 00:00:00 UTC,PENDING
1883944019,996485747,1389200370,121978569,,11346.041248341478,78.3236626357485,2024-01-04 00:00:00 UTC,PENDING
2064914468,996485747,672829719,1389200370,,11521.293313684102,76.66288261595693,2024-01-04 00:00:00 UTC,PENDING
758662676,996485747,121978569,1553173533,,10315.592910170442,78.70464261412381,2024-01-04 00:00:00 UTC,PENDING
1683877782,395446840,121978569,672829719,,55030.643663698174,3.451541194274455,2024-01-04 00:00:00 UTC,PENDING
1421552740,395446840,121978569,1553173533,,43688.94170917214,3.5353172626651928,2024-01-04 00:00:00 UTC,PENDING
1642875881,395446840,121978569,1389200370,,45221.11325413547,3.5502407425348865,2024-01-04 00:00:00 UTC,PENDING
281510486,236986797,121978569,1553173533,,1039.848842445704,1832.14790387493,2024-01-04 00:00:00 UTC,PENDING
1660973605,236986797,672829719,1389200370,,1046.978451787306,1880.2993777059528,2024-01-04 00:00:00 UTC,PENDING
941015999,236986797,1389200370,121978569,,975.7666882482027,1891.591628941151,2024-01-04 00:00:00 UTC,PENDING
1434508435,850962738,1389200370,1553173533,,4860.27169400158,8769.515765610351,2024-01-04 00:00:00 UTC,PENDING
431984110,850962738,121978569,1389200370,,4874.082620590684,8749.508647834176,2024-01-04 00:00:00 UTC,PENDING
197908838,850962738,1553173533,1389200370,,4610.0187355143225,8523.761409184677,2024-01-04 00:00:00 UTC,PENDING
489565632,996485747,672829719,1389200370,23733168,9526.98053392684,75.11176751109979,2024-01-05 00:00:00 UTC,COMPLETED
2077302293,996485747,1389200370,1553173533,1180786196,11908.390294607683,77.43136623702566,2024-01-05 00:00:00 UTC,COMPLETED
231884855,996485747,121978569,672829719,741438407,10810.279540251942,79.02772394774881,2024-01-05 00:00:00 UTC,COMPLETED
2137889322,996485747,1553173533,1389200370,2075250890,10292.267290674365,77.33796916672627,2024-01-05 00:00:00 UTC,COMPLETED
826608397,996485747,672829719,121978569,989182787,10554.736830708542,77.82904955648225,2024-01-05 00:00:00 UTC,COMPLETED
1355869634,395446840,121978569,1553173533,64081284,57907.915930372896,3.375707714597706,2024-01-05 00:00:00 UTC,COMPLETED
333675054,395446840,1389200370,1553173533,1891020342,58374.91066689516,3.5349070036246144,2024-01-05 00:00:00 UTC,COMPLETED
1558246958,395446840,121978569,672829719,157312876,46683.77737474839,3.623410173916902,2024-01-05 00:00:00 UTC,COMPLETED
380386876,395446840,121978569,1389200370,365012579,59287.60215151293,3.389335393832507,2024-01-05 00:00:00 UTC,COMPLETED
2077350283,236986797,1389200370,121978569,1079631777,996.746375194452,1923.2424293378604,2024-01-05 00:00:00 UTC,COMPLETED
997765693,236986797,1389200370,121978569,1495636183,1136.3456694800814,1943.8557358701116,2024-01-05 00:00:00 UTC,COMPLETED
1744523858,236986797,121978569,1553173533,1840906597,1024.1778497864143,1845.1521953562485,2024-01-05 00:00:00 UTC,COMPLETED
2024689905,236986797,1553173533,121978569,78199767,926.5697080362701,1862.6931832645078,2024-01-05 00:00:00 UTC,COMPLETED
2111224175,850962738,1553173533,121978569,1477901961,5498.515937954393,8754.591466521986,2024-01-05 00:00:00 UTC,COMPLETED
1237998289,850962738,121978569,1553173533,1230319854,4121.829039492878,8616.098642451983,2024-01-05 00:00:00 UTC,COMPLETED
24486608,850962738,121978569,1389200370,1981388042,5408.812666088434,8703.273762178675,2024-01-05 00:00:00 UTC,COMPLETED
965647461,996485747,672829719,1389200370,,10266.47704945867,74.39654078775749,2024-01-06 00:00:00 UTC,PENDING
794992161,996485747,1389200370,672829719,,11289.1109846068,77.37011317171246,2024-01-06 00:00:00 UTC,PENDING
880244218,996485747,1553173533,672829719,,11590.888990905623,76.52281846178234,2024-01-06 00:00:00 UTC,PENDING
1884191148,996485747,672829719,1389200370,,8226.596886847903,78.89420034603482,2024-01-06 00:00:00 UTC,PENDING
376966719,395446840,121978569,672829719,,51291.85316390109,3.388655245013486,2024-01-06 00:00:00 UTC,PENDING
1763630889,395446840,1553173533,121978569,,53069.890034881544,3.6918152592108475,2024-01-06 00:00:00 UTC,PENDING
1371348941,395446840,1389200370,121978569,,46220.16431600828,3.684450862964828,2024-01-06 00:00:00 UTC,PENDING
804733541,395446840,1553173533,1389200370,,48344.478984636975,3.522818354027402,2024-01-06 00:00:00 UTC,PENDING
2023515882,236986797,121978569,672829719,,936.1412555342833,1910.834188860249,2024-01-06 00:00:00 UTC,PENDING
129897439,236986797,1553173533,121978569,,1016.5946689571357,1985.0877341992443,2024-01-06 00:00:00 UTC,PENDING
1203805024,236986797,1389200370,672829719,,1152.8624743999853,1900.9561059346474,2024-01-06 00:00:00 UTC,PENDING
1140815968,236986797,1553173533,121978569,,816.9700461421404,2002.6704959658396,2024-01-06 00:00:00 UTC,PENDING
1134175488,236986797,121978569,1553173533,,1115.7878254593934,1997.0745430949598,2024-01-06 00:00:00 UTC,PENDING
1708215873,850962738,121978569,672829719,,4757.2725046150435,8443.883020865176,2024-01-06 00:00:00 UTC,PENDING
1606193714,850962738,1553173533,121978569,,5283.170116205683,8454.397073088961,2024-01-06 00:00:00 UTC,PENDING
2059166100,850962738,1389200370,121978569,,5998.9723716138815,8642.080352013742,2024-01-06 00:00:00 UTC,PENDING
1589100686,850962738,1389200370,1553173533,,5977.770636927129,8845.979326776769,2024-01-06 00:00:00 UTC,PENDING
659656452,996485747,1553173533,1389200370,612962831,11026.248855662725,80.17194355761809,2024-01-07 00:00:00 UTC,COMPLETED
875099348,996485747,1389200370,672829719,1637934030,9834.64731623788,74.33602644856227,2024-01-07 00:00:00 UTC,COMPLETED
2091404493,996485747,1389200370,121978569,80197026,8967.133695418966,79.9243084869718,2024-01-07 00:00:00 UTC,COMPLETED
1335927061,395446840,672829719,121978569,1641481767,57236.910908140264,3.4586401700683487,2024-01-07 00:00:00 UTC,COMPLETED
1354077554,395446840,1389200370,672829719,597341292,56848.14831117898,3.7352626077619075,2024-01-07 00:00:00 UTC,COMPLETED
158596044,395446840,1553173533,121978569,421572695,51656.240721978524,3.6222601159463155,2024-01-07 00:00:00 UTC,COMPLETED
513254695,236986797,1389200370,121978569,1387828145,885.5061813066602,1893.362950974051,2024-01-07 00:00:00 UTC,COMPLETED
726135118,236986797,121978569,672829719,949049692,852.1122660464199,1989.3686844378558,2024-01-07 00:00:00 UTC,COMPLETED
1761050144,236986797,1389200370,121978569,2019982077,928.5846258259936,1941.6831694707419,2024-01-07 00:00:00 UTC,COMPLETED
45389351,236986797,1389200370,121978569,199735733,890.0743200730188,1893.762862062224,2024-01-07 00:00:00 UTC,COMPLETED
341988051,236986797,1389200370,121978569,595248095,963.3326014036568,2020.1785007851224,2024-01-07 00:00:00 UTC,COMPLETED
1348166656,850962738,672829719,1389200370,1622771841,5824.989534250384,8798.479657254236,2024-01-07 00:00:00 UTC,COMPLETED
784414012,850962738,121978569,1389200370,67773569,5051.198754994874,8383.654067395153,2024-01-07 00:00:00 UTC,COMPLETED
570119250,850962738,1389200370,672829719,174128802,4595.5653632673,8936.978273530658,2024-01-07 00:00:00 UTC,COMPLETED
1479111563,996485747,1553173533,672829719,,11157.145008697302,79.82746879903182,2024-01-08 00:00:00 UTC,PENDING
1161455879,996485747,1389200370,121978569,,9276.600553053588,78.62185498278988,2024-01-08 00:00:00 UTC,PENDING
1337110854,996485747,1553173533,121978569,,9878.599860117098,80.2326828409651,2024-01-08 00:00:00 UTC,PENDING
2130859072,395446840,1553173533,672829719,,57435.74101967266,3.4224647447340057,2024-01-08 00:00:00 UTC,PENDING
1868011653,395446840,1389200370,1553173533,,51754.24295723405,3.681908092771141,2024-01-08 00:00:00 UTC,PENDING
1789657032,395446840,121978569,1389200370,,41005.176375920106,3.6137080744585663,2024-01-08 00:00:00 UTC,PENDING
618758062,395446840,1553173533,1389200370,,52971.23502035644,3.456257184027012,2024-01-08 00:00:00 UTC,PENDING
1045061080,395446840,672829719,1553173533,,49414.32876059279,3.6104975005007494,2024-01-08 00:00:00 UTC,PENDING
1041859699,236986797,1553173533,121978569,,1183.676974386806,2023.381406301858,2024-01-08 00:00:00 UTC,PENDING
1959242577,236986797,121978569,1389200370,,1006.218111518756,1945.4841220720768,2024-01-08 00:00:00 UTC,PENDING
205974351,236986797,1389200370,1553173533,,1116.2873046117568,1953.8204446287139,2024-01-08 00:00:00 UTC,PENDING
1338131494,236986797,121978569,1389200370,,942.9604369370636,2002.2197768172748,2024-01-08 00:00:00 UTC,PENDING
1231217591,850962738,672829719,121978569,,5440.342119082726,9056.440067029196,2024-01-08 00:00:00 UTC,PENDING
1600734428,850962738,121978569,672829719,,4250.098521522249,8973.051771388697,2024-01-08 00:00:00 UTC,PENDING
1237714996,850962738,1389200370,672829719,,5602.222981090446,8865.243928802714,2024-01-08 00:00:00 UTC,PENDING
