 ID, Division ID, Type, Start Location ID, End Location ID, Departure Time, Arrival Time, Status, Assigned Stock ID, Revenue, Invoice ID
2086458793,560843408,Freight,1137426217,1886397906,2025-01-24 21:56:08.674469 UTC,2025-01-25 04:15:42.674469 UTC,Completed,1384490576,1194.1827159610962,2099955003
100775177,560843408,Freight,1886397906,1144840752,2025-01-24 21:37:07.674831 UTC,2025-01-25 02:43:19.674831 UTC,Cancelled,896405078,3334.3285625342132,60350704
2099447520,560843408,Express,1408913944,1886397906,2025-01-20 00:59:27.67502 UTC,2025-01-20 10:49:21.67502 UTC,Completed,1291405995,1585.0996583571632,156232486
1309452555,560843408,Local,1137426217,1144840752,2025-01-18 08:02:05.675207 UTC,2025-01-18 14:28:53.675207 UTC,Scheduled,1915378164,3001.3597325263036,116412071
682202423,560843408,Local,1408913944,1144840752,2025-01-20 10:32:33.675379 UTC,2025-01-20 19:19:07.675379 UTC,Scheduled,1825875162,7878.136866700633,1038264622
535012481,560843408,Express,1886397906,1137426217,2025-01-18 15:30:32.675554 UTC,2025-01-18 20:37:26.675554 UTC,Completed,1066244332,8100.361334994484,2083782179
1010683720,560843408,Express,1408913944,1144840752,2025-01-22 03:05:57.67575 UTC,2025-01-22 15:00:24.67575 UTC,In Transit,2050671769,2103.155033611756,1488160914
1363758807,560843408,Local,1144840752,1408913944,2025-01-19 00:39:13.675943 UTC,2025-01-19 09:27:59.675943 UTC,In Transit,1384490576,2275.3703068648265,137659156
1041735644,560843408,Freight,1137426217,1144840752,2025-01-23 04:26:17.676124 UTC,2025-01-23 12:19:52.676124 UTC,Cancelled,1212683159,8777.84208231851,661429842
769876026,560843408,Freight,1144840752,1886397906,2025-01-23 03:16:51.6763 UTC,2025-01-23 12:35:14.6763 UTC,Cancelled,1825875162,8920.911418507285,867953636
505828236,560843408,Express,1144840752,1886397906,2025-01-19 11:38:26.676475 UTC,2025-01-19 22:15:20.676475 UTC,In Transit,1453388167,1957.3825335367844,2080821165
1154669531,560843408,Local,1886397906,1137426217,2025-01-22 01:48:48.676637 UTC,2025-01-22 05:24:52.676637 UTC,Scheduled,2033286939,1698.3007453056434,2083782179
1568637655,560843408,Express,1408913944,1886397906,2025-01-17 23:15:59.676824 UTC,2025-01-18 01:28:49.676824 UTC,Scheduled,177199962,9627.176763055062,2080821165
899270482,560843408,Freight,1408913944,1886397906,2025-01-21 08:37:14.67699 UTC,2025-01-21 16:40:43.67699 UTC,Completed,1453388167,9999.430161217442,271852868
385497919,560843408,Local,1144840752,1137426217,2025-01-22 10:44:41.677165 UTC,2025-01-22 15:36:33.677165 UTC,Completed,1400196938,6539.128544184303,1257606053
1783782411,560843408,Local,1137426217,1886397906,2025-01-20 16:59:35.677352 UTC,2025-01-20 22:57:14.677352 UTC,Cancelled,1453388167,9350.713522091404,1085526526
2026057836,560843408,Freight,1886397906,1137426217,2025-01-22 09:44:07.677524 UTC,2025-01-22 16:42:16.677524 UTC,In Transit,1212683159,7511.039667368272,1499316515
1629792964,795226445,Freight,2029903910,1408913944,2025-01-23 06:14:55.705893 UTC,2025-01-23 09:58:24.705893 UTC,Completed,224509629,8961.567565537805,871046199
1111351534,795226445,Express,2029903910,1408913944,2025-01-20 02:23:51.706113 UTC,2025-01-20 11:21:45.706113 UTC,Scheduled,415731934,9555.73321999701,1096492087
1891312342,795226445,Local,1137426217,1886397906,2025-01-20 17:14:30.706314 UTC,2025-01-21 01:25:16.706314 UTC,Scheduled,1862463574,6472.284198470532,2011403217
601651752,795226445,Express,1408913944,1137426217,2025-01-19 18:12:15.7065 UTC,2025-01-19 20:41:49.7065 UTC,Completed,415731934,9124.726417950038,1700162388
532305175,795226445,Local,1886397906,2029903910,2025-01-18 03:38:11.706686 UTC,2025-01-18 13:29:03.706686 UTC,Cancelled,705890297,2674.1626894891097,60350704
1539829384,795226445,Express,1144840752,2029903910,2025-01-24 13:02:07.70687 UTC,2025-01-24 21:17:19.70687 UTC,Scheduled,415731934,9842.589080794614,1993610314
1047462894,795226445,Local,1886397906,1408913944,2025-01-22 22:09:57.707063 UTC,2025-01-23 05:29:24.707063 UTC,Scheduled,884823629,3265.7271597842137,1257606053
135569236,795226445,Local,2029903910,1137426217,2025-01-23 18:03:35.707238 UTC,2025-01-23 21:52:13.707238 UTC,Scheduled,1123440235,6125.759358684124,676857344
1915900995,795226445,Express,1886397906,1144840752,2025-01-23 08:25:16.707478 UTC,2025-01-23 17:36:26.707478 UTC,Cancelled,705890297,1874.5439371171133,364941466
1499596310,795226445,Local,1886397906,1144840752,2025-01-21 13:40:21.707677 UTC,2025-01-21 16:53:23.707677 UTC,Scheduled,2127466984,8495.817602907093,807020154
309606619,795226445,Freight,2029903910,1144840752,2025-01-19 03:21:36.707854 UTC,2025-01-19 09:42:13.707854 UTC,Scheduled,949260108,7856.989505419283,2083782179
1032288660,795226445,Local,1886397906,1144840752,2025-01-23 04:51:46.708045 UTC,2025-01-23 07:49:23.708045 UTC,Scheduled,410791608,3578.7136563188587,1901117773
879561909,795226445,Freight,1886397906,1137426217,2025-01-21 17:39:38.708231 UTC,2025-01-22 03:47:37.708231 UTC,Scheduled,269291548,3896.426750187759,1488160914
54238901,795226445,Express,1144840752,1408913944,2025-01-20 06:32:18.708425 UTC,2025-01-20 14:05:29.708425 UTC,Scheduled,884823629,6741.144968565912,364941466
650963909,795226445,Freight,2029903910,1137426217,2025-01-18 22:50:26.708613 UTC,2025-01-19 02:40:35.708613 UTC,In Transit,1862463574,4895.241357496792,156232486
1968880772,795226445,Local,1408913944,1144840752,2025-01-19 14:36:49.708809 UTC,2025-01-20 00:56:12.708809 UTC,In Transit,949260108,9345.828201034807,1352254896
1774285080,795226445,Local,2029903910,1408913944,2025-01-18 20:52:06.709 UTC,2025-01-19 01:27:32.709 UTC,Scheduled,528043439,5869.5410978250675,137659156
1421040690,795226445,Express,2029903910,1137426217,2025-01-22 17:05:41.709175 UTC,2025-01-22 22:34:16.709175 UTC,Scheduled,1123440235,1340.7808188960962,1858617180
2089081243,795226445,Freight,2029903910,1137426217,2025-01-21 02:58:32.709352 UTC,2025-01-21 09:46:59.709352 UTC,Cancelled,949260108,3661.382094588375,2083782179
923774894,795226445,Freight,2029903910,1886397906,2025-01-19 06:02:58.709548 UTC,2025-01-19 17:42:22.709548 UTC,In Transit,884823629,8550.173972963641,1108156332
662456916,795226445,Local,1408913944,1886397906,2025-01-21 05:43:21.709726 UTC,2025-01-21 16:08:27.709726 UTC,Completed,410791608,1659.6750216446162,661429842
1545759886,795226445,Freight,1408913944,1886397906,2025-01-22 16:10:13.709911 UTC,2025-01-22 19:13:36.709911 UTC,In Transit,1078803500,8462.858728559522,329004808
977552355,795226445,Express,1886397906,1408913944,2025-01-22 16:43:30.710094 UTC,2025-01-23 02:42:51.710094 UTC,Scheduled,269291548,3983.0093285321445,1108156332
1195992116,795226445,Local,1408913944,1144840752,2025-01-21 22:23:09.710271 UTC,2025-01-22 00:44:40.710271 UTC,Scheduled,1862463574,9491.652817237804,812686863
1108958086,795226445,Express,2029903910,1144840752,2025-01-20 09:43:42.710451 UTC,2025-01-20 15:42:24.710451 UTC,Scheduled,269291548,9044.043339074333,2083782179
2060171204,795226445,Express,2029903910,1137426217,2025-01-18 17:01:05.710642 UTC,2025-01-18 21:45:27.710642 UTC,Scheduled,528043439,4480.909790846279,823052342
398891451,795226445,Local,1144840752,2029903910,2025-01-20 21:34:35.710825 UTC,2025-01-21 02:26:52.710825 UTC,Scheduled,714252641,9848.353637163786,1507607695
203578650,795226445,Local,1886397906,1144840752,2025-01-18 19:31:21.711005 UTC,2025-01-19 04:52:59.711005 UTC,Scheduled,224509629,3934.656170754513,271852868
2111643655,795226445,Freight,1137426217,1408913944,2025-01-19 18:46:24.711179 UTC,2025-01-20 04:08:03.711179 UTC,Cancelled,1078803500,4303.193879136219,1085526526
256016044,1657038269,Express,2029903910,1144840752,2025-01-18 09:00:49.730973 UTC,2025-01-18 12:59:21.730973 UTC,In Transit,319634689,2983.3178683347514,661429842
442171572,1657038269,Freight,1408913944,1886397906,2025-01-22 16:48:22.731185 UTC,2025-01-23 03:26:23.731185 UTC,In Transit,1325016854,8377.952073269535,392045862
2010175341,1657038269,Freight,1886397906,2029903910,2025-01-19 23:13:08.73138 UTC,2025-01-20 02:47:57.73138 UTC,In Transit,319634689,6965.653387168649,867953636
647157584,1657038269,Local,1886397906,1408913944,2025-01-19 22:30:56.731579 UTC,2025-01-20 01:35:58.731579 UTC,Scheduled,1713217906,3047.7118860429673,859235362
70333256,1657038269,Local,1137426217,1144840752,2025-01-23 14:33:56.731777 UTC,2025-01-23 21:16:48.731777 UTC,Scheduled,314503093,9583.849855168562,1108156332
1482002330,1657038269,Local,1137426217,1144840752,2025-01-18 17:37:54.731969 UTC,2025-01-19 03:04:17.731969 UTC,In Transit,665853970,8572.786809310397,1233382250
1477635705,1657038269,Express,1144840752,1886397906,2025-01-24 17:25:09.732155 UTC,2025-01-25 02:04:33.732155 UTC,Scheduled,1793717177,1686.2906398232649,760939936
1422504625,1657038269,Freight,1144840752,1137426217,2025-01-20 11:17:23.732351 UTC,2025-01-20 21:57:26.732351 UTC,Scheduled,536296043,1425.1239363758784,859235362
1974332720,1657038269,Local,2029903910,1144840752,2025-01-21 14:34:15.73256 UTC,2025-01-21 23:57:02.73256 UTC,Scheduled,1793717177,7329.653681847729,392045862
978570288,1657038269,Freight,1886397906,1137426217,2025-01-21 15:16:28.732763 UTC,2025-01-22 01:15:10.732763 UTC,Scheduled,1325016854,5479.614437137258,1352254896
256097108,1657038269,Freight,1886397906,1144840752,2025-01-21 05:12:41.732967 UTC,2025-01-21 09:24:15.732967 UTC,Scheduled,319634689,4673.936107811489,1148527325
904000082,1657038269,Freight,1137426217,1408913944,2025-01-21 08:46:32.733177 UTC,2025-01-21 11:55:06.733177 UTC,Completed,1488768942,2235.8146907806076,2083782179
35015009,1657038269,Local,1144840752,1886397906,2025-01-20 00:06:11.733388 UTC,2025-01-20 08:47:25.733388 UTC,Cancelled,1574937376,9370.425574406048,760939936
1226692086,1657038269,Express,1137426217,1144840752,2025-01-21 01:33:41.733676 UTC,2025-01-21 07:55:09.733676 UTC,Scheduled,1325016854,2087.976136841492,1338395860
1075501890,1657038269,Express,1408913944,2029903910,2025-01-22 02:46:41.733877 UTC,2025-01-22 12:14:14.733877 UTC,In Transit,186079541,7863.835689329232,2011403217
1737133900,1657038269,Local,1408913944,1137426217,2025-01-19 18:38:35.734051 UTC,2025-01-20 04:37:18.734051 UTC,Scheduled,754901102,6023.270690166187,871046199
773244292,1657038269,Local,1408913944,2029903910,2025-01-22 09:51:29.734235 UTC,2025-01-22 18:53:08.734235 UTC,In Transit,754901102,3581.8526450930804,271852868
163299916,1657038269,Freight,1137426217,1886397906,2025-01-23 00:50:44.734403 UTC,2025-01-23 07:53:45.734403 UTC,Cancelled,603172214,6919.455408713648,794488155
992429154,1657038269,Freight,1886397906,1144840752,2025-01-22 05:55:19.734588 UTC,2025-01-22 09:43:52.734588 UTC,Scheduled,1574937376,8519.033685475999,293140461
1540097575,1657038269,Freight,1408913944,1886397906,2025-01-23 16:52:42.734765 UTC,2025-01-23 23:44:49.734765 UTC,In Transit,1488768942,5738.915987841571,1507607695
1724023702,1657038269,Freight,1137426217,2029903910,2025-01-21 12:40:22.734947 UTC,2025-01-21 17:03:40.734947 UTC,In Transit,1713217906,2121.5148938353777,794488155
1359656933,1657038269,Express,1144840752,2029903910,2025-01-20 11:50:13.735137 UTC,2025-01-20 17:51:15.735137 UTC,Scheduled,760039906,4590.097181516073,264043427
1256529036,1657038269,Freight,1137426217,1408913944,2025-01-19 08:44:20.735314 UTC,2025-01-19 18:16:29.735314 UTC,Scheduled,1713217906,3385.2526781652236,871046199
1505492553,1657038269,Freight,1144840752,2029903910,2025-01-20 07:10:43.73551 UTC,2025-01-20 12:56:48.73551 UTC,Completed,1325016854,3944.1584529104307,559126413
335154004,1657038269,Freight,2029903910,1886397906,2025-01-20 23:41:46.735703 UTC,2025-01-21 05:52:39.735703 UTC,Scheduled,1716706381,2575.374872605392,888054589
1589136820,1657038269,Local,1408913944,1886397906,2025-01-18 05:47:54.735888 UTC,2025-01-18 14:54:50.735888 UTC,Scheduled,760039906,5415.549888756696,1088420209
