 ID, Farm ID, Crop ID, Purchase Order ID, Harvest Date, Yield Tons
2012704992,2083331244,1162724456,1569116802,2024-01-01 00:00:00 UTC,915.5277423015631
1100830028,2083331244,2063535006,666736712,2024-01-01 00:00:00 UTC,944.3027515571621
841941141,2083331244,1973207552,1846364632,2024-01-01 00:00:00 UTC,993.4456890030224
174555488,1807748329,1162724456,482168171,2024-01-01 00:00:00 UTC,1079.2173878704195
1817550474,1807748329,2063535006,2007629216,2024-01-01 00:00:00 UTC,1098.972758831036
1045882211,1807748329,1973207552,784327120,2024-01-01 00:00:00 UTC,1013.5619138542735
1839251583,1682139052,1162724456,246018728,2024-01-01 00:00:00 UTC,376.92676105889103
808496338,1682139052,2063535006,422592870,2024-01-01 00:00:00 UTC,398.0297891063963
1495617613,1682139052,1973207552,237441027,2024-01-01 00:00:00 UTC,376.6191750006884
1945648710,908201610,1162724456,1077584777,2024-01-01 00:00:00 UTC,366.9050613775455
668194197,908201610,2063535006,92906544,2024-01-01 00:00:00 UTC,380.14637892470927
781032308,908201610,1973207552,104401345,2024-01-01 00:00:00 UTC,415.6684940158642
1381006759,2083331244,1162724456,81463314,2024-01-31 00:00:00 UTC,1162.006438064917
1483227135,2083331244,2063535006,418013383,2024-01-31 00:00:00 UTC,1172.587866338772
379802159,2083331244,1973207552,13877597,2024-01-31 00:00:00 UTC,1107.9905933115774
1892658520,1807748329,1162724456,1669281918,2024-01-31 00:00:00 UTC,1059.712715404869
1431991229,1807748329,2063535006,1695851525,2024-01-31 00:00:00 UTC,1152.1062058995738
1947296863,1807748329,1973207552,722033998,2024-01-31 00:00:00 UTC,1063.9509397958468
1460668036,1682139052,1162724456,1483151564,2024-01-31 00:00:00 UTC,435.40963804176084
1886011120,1682139052,2063535006,394865208,2024-01-31 00:00:00 UTC,451.8096277809916
156447476,1682139052,1973207552,2086716328,2024-01-31 00:00:00 UTC,450.2427650413541
1875153664,908201610,1162724456,1258232725,2024-01-31 00:00:00 UTC,455.9405114444018
1111856902,908201610,2063535006,772466448,2024-01-31 00:00:00 UTC,442.4169572204906
2043895007,908201610,1973207552,86814167,2024-01-31 00:00:00 UTC,452.7288256872315
1248090009,2083331244,1162724456,433782279,2024-03-01 00:00:00 UTC,1414.488077997827
988816939,2083331244,2063535006,767617945,2024-03-01 00:00:00 UTC,1185.8557044530107
1024907470,2083331244,1973207552,1536885507,2024-03-01 00:00:00 UTC,1018.6998868058638
1202960151,1807748329,1162724456,1111227023,2024-03-01 00:00:00 UTC,1174.1909037055937
557440346,1807748329,2063535006,286049378,2024-03-01 00:00:00 UTC,1272.5270745808514
1116565582,1807748329,1973207552,498823750,2024-03-01 00:00:00 UTC,1056.2364994057068
1523717652,1682139052,1162724456,1985008075,2024-03-01 00:00:00 UTC,541.8605845221925
953598461,1682139052,2063535006,1371237507,2024-03-01 00:00:00 UTC,459.1878294506688
168085956,1682139052,1973207552,1261558807,2024-03-01 00:00:00 UTC,462.23910116596323
649301440,908201610,1162724456,904909655,2024-03-01 00:00:00 UTC,484.01005844061314
871271073,908201610,2063535006,1725153093,2024-03-01 00:00:00 UTC,450.90983024617327
808552010,908201610,1973207552,1259914576,2024-03-01 00:00:00 UTC,458.42297478613347
185617196,2083331244,1162724456,2078437352,2024-03-31 00:00:00 UTC,1268.7070047618201
1185595608,2083331244,2063535006,1073278475,2024-03-31 00:00:00 UTC,1156.6887188038736
1301480241,2083331244,1973207552,107170247,2024-03-31 00:00:00 UTC,1178.8074597702446
1419890493,1807748329,1162724456,1756297999,2024-03-31 00:00:00 UTC,1234.8822613160266
1453431637,1807748329,2063535006,1226718477,2024-03-31 00:00:00 UTC,1251.2068873048202
1326285085,1807748329,1973207552,1085989895,2024-03-31 00:00:00 UTC,1055.184814421544
1892973637,1682139052,1162724456,813594350,2024-03-31 00:00:00 UTC,545.0179741415532
359231773,1682139052,2063535006,468583782,2024-03-31 00:00:00 UTC,420.48733451204015
1893137593,1682139052,1973207552,1980337437,2024-03-31 00:00:00 UTC,445.8161642890858
929641187,908201610,1162724456,213244794,2024-03-31 00:00:00 UTC,518.2261301034958
66316811,908201610,2063535006,727646230,2024-03-31 00:00:00 UTC,473.8681274821727
2756162,908201610,1973207552,909339767,2024-03-31 00:00:00 UTC,418.19150691702106
445661533,2083331244,1162724456,1600057380,2024-04-30 00:00:00 UTC,1351.0768679693867
522231925,2083331244,2063535006,155367701,2024-04-30 00:00:00 UTC,1184.6773238471378
1996186187,2083331244,1973207552,1478683977,2024-04-30 00:00:00 UTC,1222.6631845095326
648418749,1807748329,1162724456,1142392833,2024-04-30 00:00:00 UTC,1431.2629923077052
1170729349,1807748329,2063535006,981133152,2024-04-30 00:00:00 UTC,1218.348579261412
1743071503,1807748329,1973207552,1019136776,2024-04-30 00:00:00 UTC,1123.9679594626252
1952690861,1682139052,1162724456,142697116,2024-04-30 00:00:00 UTC,448.0786862714542
53261044,1682139052,2063535006,883748384,2024-04-30 00:00:00 UTC,460.0303973782014
659407668,1682139052,1973207552,576168526,2024-04-30 00:00:00 UTC,390.3222792131774
496367660,908201610,1162724456,2066535025,2024-04-30 00:00:00 UTC,522.5966661376166
1867741559,908201610,2063535006,675597767,2024-04-30 00:00:00 UTC,414.30486937797747
159593327,908201610,1973207552,1616805217,2024-04-30 00:00:00 UTC,446.1522015515062
438146650,2083331244,1162724456,1008319949,2024-05-30 00:00:00 UTC,1291.3768461336692
820535273,2083331244,2063535006,531742804,2024-05-30 00:00:00 UTC,1232.6543902706226
1996840021,2083331244,1973207552,759741331,2024-05-30 00:00:00 UTC,1157.683916800508
1080446682,1807748329,1162724456,247355777,2024-05-30 00:00:00 UTC,1131.926410898685
678716959,1807748329,2063535006,1778462725,2024-05-30 00:00:00 UTC,1204.4229746496198
1202988186,1807748329,1973207552,1944236239,2024-05-30 00:00:00 UTC,1159.867461004608
1863051997,1682139052,1162724456,1128440205,2024-05-30 00:00:00 UTC,400.29147090595234
1010761865,1682139052,2063535006,536045261,2024-05-30 00:00:00 UTC,416.74093852882277
1575935216,1682139052,1973207552,299891517,2024-05-30 00:00:00 UTC,378.26533752298377
1385347477,908201610,1162724456,1307994495,2024-05-30 00:00:00 UTC,454.6217767910639
1032765247,908201610,2063535006,1992994272,2024-05-30 00:00:00 UTC,454.7812025267944
306945957,908201610,1973207552,1869466456,2024-05-30 00:00:00 UTC,388.37579244791664
1646626952,2083331244,1162724456,851770979,2024-06-29 00:00:00 UTC,1029.3575156673471
1286009190,2083331244,2063535006,1366187502,2024-06-29 00:00:00 UTC,1085.8688210658788
768100189,2083331244,1973207552,889106426,2024-06-29 00:00:00 UTC,1018.6016689568578
2012919039,1807748329,1162724456,334184117,2024-06-29 00:00:00 UTC,1182.0658915956549
1399740014,1807748329,2063535006,1622943974,2024-06-29 00:00:00 UTC,1197.6006994086347
839195405,1807748329,1973207552,1929642682,2024-06-29 00:00:00 UTC,1013.9725508720442
1964111416,1682139052,1162724456,1404320365,2024-06-29 00:00:00 UTC,401.2195576948524
331516062,1682139052,2063535006,323120092,2024-06-29 00:00:00 UTC,354.5131262737991
374551765,1682139052,1973207552,1398830236,2024-06-29 00:00:00 UTC,348.03870806486856
614194714,908201610,1162724456,1523637553,2024-06-29 00:00:00 UTC,419.96755772037784
1004972855,908201610,2063535006,691680806,2024-06-29 00:00:00 UTC,380.8960578506459
1622940950,908201610,1973207552,2038148677,2024-06-29 00:00:00 UTC,407.52616342407276
219983525,2083331244,1162724456,283432965,2024-07-29 00:00:00 UTC,866.0725321818005
2121293434,2083331244,2063535006,825557132,2024-07-29 00:00:00 UTC,1045.6206170552784
1783088844,2083331244,1973207552,1576712077,2024-07-29 00:00:00 UTC,1024.5871964558196
997467311,1807748329,1162724456,1115810779,2024-07-29 00:00:00 UTC,991.3504734688872
2365293,1807748329,2063535006,63059995,2024-07-29 00:00:00 UTC,941.4394620564934
1203367565,1807748329,1973207552,481535776,2024-07-29 00:00:00 UTC,1124.0239328866926
370182080,1682139052,1162724456,1003116661,2024-07-29 00:00:00 UTC,341.5907053563588
2024829713,1682139052,2063535006,29151523,2024-07-29 00:00:00 UTC,331.90755489644005
1661675606,1682139052,1973207552,1925725849,2024-07-29 00:00:00 UTC,383.6882374882704
295056919,908201610,1162724456,1615196293,2024-07-29 00:00:00 UTC,305.5279238276582
102401905,908201610,2063535006,1206738830,2024-07-29 00:00:00 UTC,364.91085728995597
349577783,908201610,1973207552,1664191336,2024-07-29 00:00:00 UTC,323.2746776422799
456819522,2083331244,1162724456,893580621,2024-08-28 00:00:00 UTC,838.0374629235911
875401254,2083331244,2063535006,1147989827,2024-08-28 00:00:00 UTC,914.409257132964
1138393183,2083331244,1973207552,1763214864,2024-08-28 00:00:00 UTC,1074.402679111838
1694600145,1807748329,1162724456,13246699,2024-08-28 00:00:00 UTC,792.3695823148141
920029230,1807748329,2063535006,1201009462,2024-08-28 00:00:00 UTC,971.9367118628567
1663447662,1807748329,1973207552,834110346,2024-08-28 00:00:00 UTC,1059.5998709210744
1581755159,1682139052,1162724456,2109532258,2024-08-28 00:00:00 UTC,271.66401524494324
509949307,1682139052,2063535006,343952945,2024-08-28 00:00:00 UTC,282.221412319099
90623781,1682139052,1973207552,2003807252,2024-08-28 00:00:00 UTC,335.7737636716209
124904939,908201610,1162724456,2069655069,2024-08-28 00:00:00 UTC,256.21975272968007
1873225453,908201610,2063535006,1521253484,2024-08-28 00:00:00 UTC,300.5017589193719
761346278,908201610,1973207552,1024521214,2024-08-28 00:00:00 UTC,356.46152962225744
801658585,2083331244,1162724456,1113389507,2024-09-27 00:00:00 UTC,773.48856031495
395847342,2083331244,2063535006,856649206,2024-09-27 00:00:00 UTC,978.1748376638825
518029707,2083331244,1973207552,74355189,2024-09-27 00:00:00 UTC,934.8516930117745
2067880753,1807748329,1162724456,1955217365,2024-09-27 00:00:00 UTC,791.4336306564602
2022300394,1807748329,2063535006,437422309,2024-09-27 00:00:00 UTC,913.3689418501474
324429317,1807748329,1973207552,1246859357,2024-09-27 00:00:00 UTC,985.7477759757135
1562398670,1682139052,1162724456,1932852548,2024-09-27 00:00:00 UTC,279.3172607431053
442514848,1682139052,2063535006,375833734,2024-09-27 00:00:00 UTC,296.54000984553824
100925473,1682139052,1973207552,1678872902,2024-09-27 00:00:00 UTC,354.1353899114305
722386619,908201610,1162724456,895327073,2024-09-27 00:00:00 UTC,249.8453202122347
1086237744,908201610,2063535006,1443984318,2024-09-27 00:00:00 UTC,271.09160922195
922357110,908201610,1973207552,2014360210,2024-09-27 00:00:00 UTC,317.1168756536277
212417393,2083331244,1162724456,745803840,2024-10-27 00:00:00 UTC,900.1878640405669
1174424000,2083331244,2063535006,302809822,2024-10-27 00:00:00 UTC,860.2179810433934
2011706442,2083331244,1973207552,1768395498,2024-10-27 00:00:00 UTC,1045.1944707994007
2055007544,1807748329,1162724456,1684722036,2024-10-27 00:00:00 UTC,898.9673359847527
283121937,1807748329,2063535006,479627684,2024-10-27 00:00:00 UTC,987.2498579012987
242264282,1807748329,1973207552,1945530865,2024-10-27 00:00:00 UTC,1099.5078189316598
1311512631,1682139052,1162724456,295950196,2024-10-27 00:00:00 UTC,246.0933625885715
1255035361,1682139052,2063535006,1811530945,2024-10-27 00:00:00 UTC,310.1189525480316
